name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
Splasher,2017.0,79.0,8.0,13.115942028985508,5.38,6.94,8.37,2.9899999999999998,Platformer|Funny|Cartoon|Indie|Action|2D|Controller|Difficult|Great Soundtrack|Singleplayer
The Darkside Detective: A Fumble in the Dark,2021.0,84.0,9.0,29.871794871794872,7.69,10.12,10.5,2.81,Horror|Story Rich|Visual Novel|Pixel Graphics|Old School|Adventure|Demons|Atmospheric|Exploration|Puzzle|Investigation|Comedy|Detective|Text-Based|Funny|Mystery|Survival Horror|Casual|Cartoony|Retro|Dark Humor|Singleplayer|Dark Comedy|Hand-drawn|Interactive Fiction|Lovecraftian|Hidden Object|2D
Cursed Castilla (Maldita Castilla EX),2016.0,81.0,8.0,5.878048780487805,4.22,8.14,15.7,11.48,Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|GameMaker|2D Platformer|Mythology|Classic|Arcade|Fantasy|Indie|Retro|Cult Classic|Singleplayer|Inventory Management|Medieval|2D|Difficult|Great Soundtrack|Metroidvania
The Charnel House Trilogy,2015.0,68.0,6.0,3.875,1.89,2.27,2.29,0.4000000000000001,Horror|Story Rich|Atmospheric|Mystery|Indie|Short|2D|Psychological Horror|Pixel Graphics|Adventure|Female Protagonist|Singleplayer|Noir
The Artful Escape,2021.0,80.0,8.0,13.576470588235294,4.17,4.56,4.69,0.5200000000000005,Story Rich|Action|Adventure|Platformer|Atmospheric|Exploration|Walking Simulator|Comedy|Beautiful|Funny|Casual|Indie|Psychedelic|Singleplayer|Great Soundtrack|Colorful|Interactive Fiction|Music|Third Person|Narrative|2D|Stylized|Sci-fi
The Procession to Calvary,2020.0,78.0,9.0,54.642857142857146,2.37,3.02,3.17,0.7999999999999998,Story Rich|Historical|Action|Adventure|Puzzle|Gore|Surreal|Philosophical|Female Protagonist|Comedy|Beautiful|Funny|Indie|Short|Singleplayer|Dark Comedy|Violent|Medieval|2D
Foregone,2021.0,71.0,8.0,4.78421052631579,6.96,10.52,18.36,11.4,Story Rich|Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Atmospheric|Exploration|Female Protagonist|Beautiful|Early Access|Souls-like|Indie|Singleplayer|Hack and Slash|2D|Difficult|Replay Value|Metroidvania
Jack Move,2022.0,75.0,8.0,4.583333333333333,5.51,7.36,7.8,2.29,Story Rich|Hacking|Dystopian |Pixel Graphics|Adventure|Turn-Based Combat|Exploration|Character Customization|Cyberpunk|Controller|Top-Down|Female Protagonist|RPG|Turn-Based Tactics|JRPG|Retro|Party-Based RPG|Singleplayer|Anime|Turn-Based Strategy|Turn-Based|2D|Sci-fi
Dandy Ace,2021.0,80.0,8.0,8.377358490566039,7.57,10.29,26.5,18.93,Magic|Hand-drawn|Procedural Generation|Atmospheric|Dungeon Crawler|Isometric|Indie|Action|2D|Difficult|Perma Death|Replay Value|Singleplayer
When Ski Lifts Go Wrong,2019.0,80.0,8.0,6.869565217391305,6.67,21.0,27.6,20.93,Colorful|Building|Physics|Funny|Puzzle|Casual|Multiplayer|Level Editor|Indie|2D|Sports|Skiing|Simulation|Singleplayer|Sandbox|Early Access
Dinocide,2016.0,51.0,5.0,1.145631067961165,1.67,2.25,2.59,0.92,Platformer|Colorful|Classic|Atmospheric|Funny|Casual|Fantasy|Indie|Family Friendly|Action|2D|Pixel Graphics|Singleplayer|Adventure|Dinosaurs|RPG
Ash of Gods: The Way,2023.0,80.0,8.0,7.724137931034483,22.56,23.09,25.91,3.3500000000000014,Story Rich|Strategy|Card Game|Tactical RPG|Trading Card Game|Military|Combat|PvE|Turn-Based Combat|Puzzle|Isometric|Tactical|RPG|Turn-Based Tactics|Dark Fantasy|Multiple Endings|Deckbuilding|Fantasy|Solitaire|Card Battler|Singleplayer|Choose Your Own Adventure|Nonlinear|Hand-drawn|Colorful|Medieval|Choices Matter|Turn-Based Strategy|Conversation|2D|Difficult|Stylized
Alwa's Awakening,2017.0,71.0,6.0,3.941176470588236,7.51,9.94,10.65,3.140000000000001,Platformer|Metroidvania|Side Scroller|Indie|Retro|2D|Pixel Graphics|Adventure|Female Protagonist|Great Soundtrack|Singleplayer
ElecHead,2021.0,84.0,9.0,43.266666666666666,2.04,2.93,3.87,1.83,Robots|Platformer|Cute|Puzzle|Indie|Retro|Action|2D|Adventure|Pixel Graphics|Linear|Minimalist|Controller|Singleplayer|2D Platformer
OUTBUDDIES DX,2019.0,66.0,6.0,2.484848484848485,12.82,13.55,13.72,0.9000000000000004,Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Atmospheric|Exploration|Local Co-Op|Souls-like|Indie|Retro|Singleplayer|Nonlinear|Great Soundtrack|2D|Difficult|Open World|Metroidvania|Sci-fi
Unbound: Worlds Apart,2021.0,78.0,8.0,5.522058823529412,5.59,7.92,9.54,3.9499999999999993,Story Rich|Visual Novel|Side Scroller|Action|Adventure|Platformer|Atmospheric|Exploration|Controller|Open World|Dark Fantasy|Souls-like|Multiple Endings|Indie|Singleplayer|Hand-drawn|Cute|2D|Difficult|Great Soundtrack|Metroidvania
Gryphon Knight Epic,2015.0,55.0,8.0,4.826086956521739,3.72,5.38,7.78,4.0600000000000005,Medieval|Side Scroller|Fantasy|Indie|Action|2D|Pixel Graphics|Bullet Hell
Super Meat Boy Forever,2022.0,70.0,5.0,1.2202020202020205,4.21,7.22,12.39,8.18,Side Scroller|Action|Adventure|Platformer|Gore|Runner|2D Platformer|Funny|Indie|Blood|Precision Platformer|Singleplayer|Dark Comedy|Violent|Colorful|Hack and Slash|Family Friendly|2D|Difficult|War
FOX n FORESTS,2018.0,69.0,6.0,2.9285714285714284,6.84,7.25,7.5,0.6600000000000001,Platformer|Side Scroller|Indie|Retro|Action|2D|Pixel Graphics|Singleplayer|Adventure|Metroidvania|RPG
Full Bore,2014.0,72.0,8.0,5.388888888888889,11.76,17.45,24.16,12.4,Platformer|Exploration|Puzzle|Casual|Indie|2D|Pixel Graphics|Adventure|Metroidvania|Great Soundtrack|Singleplayer
Milkmaid of the Milky Way,2017.0,74.0,8.0,16.653846153846153,2.1,2.13,2.13,0.0299999999999998,Story Rich|Indie|Short|2D|Adventure|Pixel Graphics|Narration|Female Protagonist|Great Soundtrack
BROK the InvestiGator,2022.0,79.0,9.0,62.5,13.78,18.78,27.6,13.820000000000002,Soundtrack|RPG|Post-apocalyptic|Story Rich|Atmospheric|Choices Matter|Dystopian |Action-Adventure|Mystery|Cyberpunk|Cartoony|Action|Investigation|2D|Futuristic|Adventure|Detective|Emotional
Lucid Dream Adventure,2018.0,62.0,8.0,4.666666666666667,3.88,4.65,6.47,2.59,Horror|Story Rich|Adventure|Atmospheric|Puzzle|Surreal|Psychological Horror|Female Protagonist|Early Access|Dark Fantasy|Mystery|Casual|Fantasy|Indie|Singleplayer|Psychological|Hand-drawn|Dark|Third Person|2D|Great Soundtrack
Aviary Attorney,2015.0,77.0,8.0,18.21359223300971,4.46,6.05,7.52,3.06,Multiple Endings|Birds|Hand-drawn|Visual Novel|Story Rich|Funny|Comedy|Choices Matter|Mystery|Historical|Indie|2D|Singleplayer|Adventure|Great Soundtrack|Detective
Shadows of Adam,2017.0,78.0,8.0,9.136363636363637,11.62,13.72,21.2,9.58,JRPG|RPGMaker|Turn-Based Combat|Kickstarter|Indie|Retro|Turn-Based|2D|Pixel Graphics|RPG
Smoke and Sacrifice,2018.0,68.0,6.0,3.3369565217391304,10.67,16.84,20.02,9.35,Crafting|Survival|Indie|2D|Singleplayer|Adventure|Female Protagonist|Open World|RPG
The Mummy Demastered,2017.0,78.0,8.0,3.9745762711864407,5.01,5.51,6.68,1.67,Platformer|Exploration|Retro|Action|2D|Adventure|Pixel Graphics|Shooter|Metroidvania|Great Soundtrack|Singleplayer
OVIVO,2017.0,71.0,8.0,9.16279069767442,1.92,2.19,2.85,0.9300000000000002,Action|Adventure|Platformer|Physics|Atmospheric|Exploration|Puzzle|Surreal|Controller|Mystery|Indie|Psychedelic|Singleplayer|Ambient|Abstract|2D|Minimalist|Difficult|Great Soundtrack
Kelvin and the Infamous Machine,2016.0,79.0,8.0,9.345238095238097,4.12,4.32,4.57,0.4500000000000002,Story Rich|Pixel Graphics|Adventure|Mouse only|Crowdfunded|Puzzle|Comedy|Early Access|Classic|Funny|Casual|Indie|Short|Cartoony|Retro|Linear|Singleplayer|Time Travel|Hand-drawn|Cute|Third Person|Family Friendly|2D|Great Soundtrack
Corpse Party,2016.0,71.0,8.0,9.087719298245617,10.02,12.51,16.68,6.66,Horror|Story Rich|Visual Novel|Pixel Graphics|Adventure|Puzzle|Gore|Psychological Horror|RPG|Multiple Endings|RPGMaker|Nudity|Mature|Survival Horror|Indie|Singleplayer|Dark|Cute|Choices Matter|Anime|Family Friendly|2D|Great Soundtrack
A Vampyre Story,2014.0,75.0,5.0,1.706896551724138,7.5,7.57,10.0,2.5,Classic|Story Rich|Funny|Comedy|Cult Classic|Vampire|Puzzle|Retro|2D|Adventure|Female Protagonist|Great Soundtrack|Singleplayer|Remake
Unusual Findings,2022.0,73.0,8.0,11.478260869565217,6.77,7.49,8.3,1.5300000000000011,Story Rich|Pixel Graphics|Old School|Adventure|Atmospheric|Puzzle|Comedy|Multiple Endings|Funny|Mystery|America|Nonlinear|Colorful|Choices Matter|Third Person|Conversation|Hidden Object|Family Friendly|2D|Sci-fi
Lydia,2017.0,78.0,8.0,7.809523809523809,1.01,1.01,1.04,0.03,Horror|Mature|Psychological|Dark|Visual Novel|Story Rich|Atmospheric|Survival Horror|Indie|Short|2D|Psychological Horror|Adventure|Female Protagonist|Great Soundtrack
Papetura,2021.0,83.0,8.0,12.615384615384617,1.52,1.59,1.85,0.33,Story Rich|Adventure|Atmospheric|Exploration|Puzzle|Surreal|Beautiful|Relaxing|Classic|Casual|Fantasy|Psychedelic|Linear|Cult Classic|Singleplayer|Great Soundtrack|Hand-drawn|Cute|Family Friendly|2D|Stylized
Code of Princess,2016.0,53.0,5.0,1.296875,5.53,8.91,15.19,9.66,JRPG|Nudity|Side Scroller|Anime|Action RPG|Action|2D|Adventure|Female Protagonist|RPG
A Golden Wake,2014.0,68.0,6.0,2.6266666666666665,5.09,6.3,7.41,2.3200000000000003,Historical|Crime|Pixel Graphics|Adventure|Modern|Noir|Classic|Casual|Indie|Short|Capitalism|Retro|America|Singleplayer|Drama|Colorful|Education|Third Person|2D|Great Soundtrack|Economy
The Masterplan,2015.0,68.0,5.0,1.7135416666666667,7.0,8.86,17.39,10.39,Crime|Puzzle|Multiplayer|Strategy|Indie|Loot|Retro|Action|Tactical|Top-Down|2D|Heist|Great Soundtrack|Singleplayer|Stealth|Early Access
Darkestville Castle,2017.0,68.0,8.0,14.0625,5.08,6.89,6.27,1.1899999999999995,Story Rich|Adventure|Demons|Atmospheric|Puzzle|Comedy|Villain Protagonist|Classic|Funny|Indie|Cartoony|Dark Humor|Singleplayer|Hand-drawn|Third Person|Conversation|Hidden Object|2D|Great Soundtrack
WARSAW,2019.0,62.0,6.0,2.574803149606299,6.74,14.02,26.34,19.6,Historical|Strategy|Tactical RPG|Military|Turn-Based Combat|Exploration|Team-Based|Strategy RPG|Female Protagonist|RPG|Turn-Based Tactics|Comic Book|Indie|Party-Based RPG|Perma Death|Singleplayer|Hand-drawn|Dark|Turn-Based Strategy|World War II|Turn-Based|2D|Difficult|Stylized|War|Wargame
PONCHO,2015.0,62.0,5.0,1.8636363636363635,3.34,3.92,4.33,0.9900000000000002,Robots|Platformer|Post-apocalyptic|Colorful|3D Platformer|Exploration|Casual|Side Scroller|Indie|Retro|Action|2D|Pixel Graphics|Difficult|Adventure|2.5D|Great Soundtrack|Singleplayer
Rainswept,2019.0,67.0,8.0,7.206896551724138,4.42,5.14,6.34,1.92,Story Rich|Visual Novel|Crime|Side Scroller|Adventure|Atmospheric|Exploration|Walking Simulator|Surreal|Psychological Horror|Detective|Beautiful|Mystery|Indie|Thriller|Singleplayer|Emotional|Psychological|Drama|Colorful|Interactive Fiction|Cinematic|2D|Great Soundtrack
Astalon: Tears of the Earth,2021.0,84.0,8.0,16.097560975609756,11.35,15.79,20.12,8.770000000000001,Magic|Action-Adventure|Side Scroller|Action|Pixel Graphics|Old School|Adventure|Platformer|Demons|Exploration|Character Customization|2D Platformer|Dark Fantasy|1980s|Post-apocalyptic|Fantasy|Retro|Singleplayer|Hand-drawn|Anime|2D|Metroidvania
Desktop Dungeons,2023.0,82.0,8.0,5.942238267148015,19.29,47.38,129.18,109.89,Procedural Generation|Strategy|Resource Management|Adventure|Traditional Roguelike|Puzzle|Top-Down|Comedy|RPG|Funny|Casual|Fantasy|Indie|Replay Value|Singleplayer|Addictive|Dungeon Crawler|Turn-Based|2D|Difficult|Great Soundtrack
Olija,2021.0,77.0,8.0,11.4375,4.73,5.08,7.09,2.3599999999999994,Character Action Game|Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Atmospheric|Exploration|2D Platformer|Fantasy|Indie|Assassin|Cartoony|Precision Platformer|Colorful|Hack and Slash|Cinematic|2D|Stylized
rymdkapsel,2014.0,77.0,8.0,4.704545454545454,2.09,3.15,5.05,2.96,Strategy|RTS|Resource Management|Management|Puzzle|Relaxing|God Game|Casual|Indie|Short|Singleplayer|Simulation|Space|Abstract|Tower Defense|Real Time Tactics|2D|Minimalist|Sci-fi
Nelly Cootalot: The Fowl Fleet,2016.0,81.0,8.0,16.866666666666667,4.53,6.01,6.86,2.33,Story Rich|Pixel Graphics|Old School|Adventure|2.5D|Mouse only|Atmospheric|Puzzle|Narration|Female Protagonist|Comedy|Classic|Pirates|Funny|Indie|Singleplayer|Emotional|Drama|Hand-drawn|Abstract|Cute|Interactive Fiction|Third Person|Family Friendly|2D|Great Soundtrack
Nelly Cootalot: Spoonbeaks Ahoy! HD,2019.0,80.0,8.0,7.888888888888889,2.73,2.8,3.67,0.94,Hand-drawn|Classic|Cute|Story Rich|Atmospheric|Funny|Comedy|Pirates|Puzzle|Third Person|Indie|2D|Adventure|Female Protagonist|Great Soundtrack|Singleplayer
Ninja Senki DX,2016.0,72.0,6.0,2.333333333333333,3.49,4.08,11.62,8.129999999999999,Platformer|Arcade|Indie|Retro|Action|2D|Pixel Graphics|Old School|2D Platformer|Ninja
Demetrios - The BIG Cynical Adventure,2016.0,72.0,8.0,5.137931034482759,8.8,9.5,10.75,1.9499999999999995,Visual Novel|Story Rich|First-Person|Adventure|Atmospheric|Exploration|Puzzle|Comedy|Funny|Mystery|Casual|Indie|Cartoony|Dark Humor|Remake|Singleplayer|Choose Your Own Adventure|Music|Hidden Object|2D|Great Soundtrack
DarkMaus,2016.0,83.0,8.0,4.185185185185185,5.49,5.9,7.01,1.5199999999999996,Souls-like|Dark Fantasy|Casual|Indie|Action|2D|Top-Down|Difficult|RPG
The Preposterous Awesomeness of Everything,2016.0,54.0,8.0,10.625,1.64,2.02,2.5,0.8600000000000001,Story Rich|Adventure|Political|Atmospheric|Puzzle|Surreal|Philosophical|Comedy|Nudity|Satire|Funny|Indie|Cartoony|Dark Humor|Capitalism|Singleplayer|Choose Your Own Adventure|Dark Comedy|Choices Matter|Third Person|2D|Experimental
Nova-111,2015.0,68.0,6.0,3.421052631578948,5.51,7.2,9.0,3.49,Action-Adventure|Side Scroller|Strategy|Action|RTS|Pixel Graphics|Adventure|Turn-Based Combat|Traditional Roguelike|Action Roguelike|Exploration|Puzzle|Strategy RPG|Science|Tactical|Comedy|Turn-Based Tactics|Action RTS|Funny|Arcade|Indie|Cartoony|Simulation|Singleplayer|Bullet Time|Space|Mystery Dungeon|Dungeon Crawler|Turn-Based Strategy|Turn-Based|2D|Great Soundtrack|Sci-fi
The Metronomicon: Slay The Dance Floor,2016.0,79.0,8.0,5.727272727272728,6.3,9.15,15.81,9.510000000000002,Fast-Paced|Rhythm|Multiplayer|Side Scroller|Action|Adventure|Soundtrack|Co-op|Local Multiplayer|Comedy|RPG|Funny|Fantasy|Indie|Party-Based RPG|Singleplayer|Colorful|Music|2D|Experimental|Great Soundtrack
198X,2019.0,63.0,6.0,3.0725274725274727,1.55,1.64,2.23,0.6799999999999999,1980s|Arcade|Indie|Short|Retro|2D|Pixel Graphics|Great Soundtrack
Songbringer,2017.0,68.0,6.0,3.5636363636363635,7.28,8.32,13.0,5.72,Procedural Generation|Action-Adventure|Multiplayer|Action|Pixel Graphics|Adventure|Action RPG|Co-op|Top-Down|Local Co-Op|RPG|Multiple Endings|Crafting|Fantasy|Indie|Retro|Psychedelic|Singleplayer|Nonlinear|Dungeon Crawler|Hack and Slash|2D|Open World|Metroidvania|Sci-fi
Aggelos,2018.0,76.0,6.0,3.602272727272727,8.41,8.71,9.12,0.7099999999999991,Platformer|Indie|Retro|Action|2D|Pixel Graphics|Singleplayer|Adventure|Metroidvania|RPG
Super Rude Bear Resurrection,2017.0,78.0,5.0,1.5076923076923077,4.16,5.0,63.0,58.84,Platformer|Violent|Fast-Paced|Side Scroller|Indie|Action|Gore|Replay Value|2D|Difficult|Precision Platformer|Great Soundtrack|Time Attack
Journal,2014.0,59.0,6.0,3.5866666666666664,1.79,2.06,2.32,0.5299999999999998,Hand-drawn|Interactive Fiction|Visual Novel|Story Rich|Casual|Indie|Walking Simulator|Short|2D|Adventure|Female Protagonist|Singleplayer
Zwei: The Arges Adventure,2018.0,68.0,8.0,4.461538461538462,17.22,21.12,110.0,92.78,JRPG|Cute|Anime|Action RPG|Action|2D|Female Protagonist|Great Soundtrack|RPG
The Deer God,2015.0,59.0,5.0,1.7797619047619049,3.1,5.22,9.71,6.610000000000001,Platformer|Atmospheric|Indie|2D|Pixel Graphics|Adventure|Singleplayer
Wintermoor Tactics Club,2020.0,80.0,8.0,11.58974358974359,7.44,10.48,16.91,9.47,Snow|Story Rich|Visual Novel|Strategy|Tactical RPG|Adventure|Isometric|Tactical|Female Protagonist|RPG|Turn-Based Tactics|Funny|Mystery|Casual|Fantasy|Tabletop|Indie|Singleplayer|Hand-drawn|Colorful|Turn-Based Strategy|Turn-Based|2D
Not Another Weekend,2021.0,75.0,8.0,37.5,8.5,9.0,9.33,0.8300000000000001,Story Rich|Pixel Graphics|Old School|Adventure|Exploration|Puzzle|Psychological Horror|Comedy|Detective|Parody |1980s|Mature|Funny|Mystery|Sexual Content|Indie|Retro|Dark Humor|Singleplayer|Colorful|Third Person|2D
Loot Rascals,2017.0,71.0,6.0,2.333333333333333,7.5,11.33,30.5,23.0,Strategy|Indie|Loot|Card Game|2D|Hex Grid|Difficult|Adventure|RPG
Atomik: RunGunJumpGun,2016.0,82.0,8.0,6.684210526315789,5.72,7.42,11.12,5.4,Platformer|Indie|Action|2D|Pixel Graphics|Runner|Difficult|Great Soundtrack|Singleplayer
Oblitus,2015.0,69.0,5.0,1.0,0.67,2.0,4.0,3.33,Souls-like|Platformer|Indie|Action|2D|Adventure|Metroidvania
The Low Road,2017.0,72.0,6.0,2.849056603773585,3.1,4.19,5.62,2.52,Story Rich|Crime|Adventure|Puzzle|Investigation|Female Protagonist|Detective|Funny|Mystery|Casual|Indie|Cartoony|Retro|Singleplayer|Dark Comedy|Hand-drawn|Colorful|2D|Great Soundtrack
Meg's Monster,2023.0,85.0,9.0,72.75,4.0,5.5,5.92,1.92,Story Rich|Underground|Pixel Graphics|Adventure|RPG|JRPG|Funny|Indie|Retro|Linear|Singleplayer|Emotional|Choose Your Own Adventure|Colorful|Dark|Cute|Interactive Fiction|Choices Matter|Family Friendly|2D
FEIST,2015.0,65.0,6.0,3.064,2.54,3.22,5.13,2.59,Platformer|Atmospheric|Indie|Action|2D|Difficult|Adventure|Great Soundtrack|Singleplayer
TOHU,2021.0,72.0,8.0,5.9868421052631575,4.73,5.14,5.15,0.4199999999999999,Story Rich|Adventure|Soundtrack|Atmospheric|Puzzle|Surreal|Female Protagonist|Relaxing|Casual|Fantasy|Indie|Singleplayer|Emotional|Time Travel|Hand-drawn|Cute|Family Friendly|2D|Stylized
Oscura: Lost Light,2015.0,66.0,5.0,1.948717948717949,2.97,3.42,3.59,0.6199999999999997,Platformer|Dark|Atmospheric|Indie|2D|Adventure|Stylized|Singleplayer
Heaven's Hope - Special Edition,2016.0,74.0,8.0,5.5,3.37,6.26,13.64,10.27,Adventure|2.5D|Soundtrack|Atmospheric|Puzzle|Multiple Endings|Classic|Funny|Casual|Indie|Singleplayer|Time Travel|Hand-drawn|Interactive Fiction|Choices Matter|Third Person|Conversation|Hidden Object|2D|Great Soundtrack
The Order of the Thorne - The King's Challenge,2016.0,71.0,8.0,7.125,2.72,3.81,3.84,1.1199999999999997,Story Rich|Funny|Puzzle|Fantasy|Indie|Family Friendly|Retro|2D|Pixel Graphics|Adventure|Singleplayer
tERRORbane,2022.0,83.0,8.0,7.333333333333333,3.06,6.86,15.99,12.93,Action-Adventure|Pixel Graphics|Old School|Adventure|Exploration|Isometric|Top-Down|Narration|Comedy|RPG|Parody |JRPG|Multiple Endings|Post-apocalyptic|Funny|Fantasy|Retro|Singleplayer|Choose Your Own Adventure|Colorful|Choices Matter|2D
Eternal Hope,2020.0,70.0,8.0,6.352941176470588,2.56,2.7,3.03,0.4699999999999997,Horror|Story Rich|Action|Adventure|Platformer|Physics|Atmospheric|Romance|Exploration|Puzzle|2D Platformer|Fantasy|Indie|Short|Singleplayer|Emotional|Cinematic|2D|Great Soundtrack
Fossil Echo,2016.0,61.0,5.0,1.6938775510204085,1.39,2.03,2.92,1.53,Platformer|Soundtrack|Indie|Short|Action|2D|Adventure|Great Soundtrack
Fenix Rage,2014.0,75.0,6.0,3.4864864864864864,4.75,9.75,35.0,30.25,Platformer|Fast-Paced|GameMaker|Indie|Action|2D|Difficult|Adventure|Great Soundtrack
Panzer Paladin,2020.0,76.0,6.0,3.282051282051282,5.8,9.27,15.33,9.53,Robots|Side Scroller|Action|Mechs|Pixel Graphics|Old School|Adventure|Platformer|Demons|Female Protagonist|2D Platformer|Mythology|1980s|Arcade|Retro|Singleplayer|Swordplay|Colorful|Anime|Hack and Slash|2D
Mighty Switch Force! Hyper Drive Edition,2015.0,85.0,8.0,12.157894736842104,2.96,5.95,12.91,9.95,Platformer|Anime|Indie|Action|2D|Female Protagonist|Great Soundtrack|Singleplayer
Circa Infinity,2015.0,80.0,8.0,13.72222222222222,5.18,8.64,25.0,19.82,Horror|Platformer|Abstract|Dark|Demons|Dystopian |Puzzle|Indie|Action|2D|Psychological Horror|Pixel Graphics|Difficult|Precision Platformer|Experimental|Great Soundtrack|Singleplayer|2D Platformer
Flipping Death,2018.0,75.0,8.0,8.619047619047619,5.81,7.07,8.51,2.7,Platformer|Puzzle|Indie|2D|Adventure|Female Protagonist|Comedy
Semblance,2018.0,79.0,8.0,6.82051282051282,4.22,4.5,4.57,0.3500000000000005,Side Scroller|Action|Adventure|Platformer|Physics|Atmospheric|Exploration|Puzzle|Controller|Multiple Endings|Relaxing|Mystery|Casual|Fantasy|Indie|Singleplayer|Nonlinear|Colorful|Cute|Family Friendly|2D|Minimalist|Great Soundtrack
DRAINUS,2022.0,81.0,9.0,24.03846153846154,2.9,3.34,3.94,1.04,Arcade|Side Scroller|Indie|Action|2D|Pixel Graphics|Shooter|Female Protagonist|Singleplayer|Sci-fi|Bullet Hell
Alwa's Legacy,2020.0,78.0,8.0,10.333333333333334,7.48,9.51,12.55,5.07,Magic|Action-Adventure|Action|Pixel Graphics|Old School|Adventure|Platformer|Soundtrack|Exploration|Female Protagonist|Beautiful|2D Platformer|Fantasy|Indie|Retro|Singleplayer|Colorful|Cute|2D|Metroidvania
Lovingly Evil,2020.0,77.0,8.0,5.866666666666666,2.58,4.0,7.19,4.61,Multiple Endings|Colorful|Cute|Visual Novel|Story Rich|Funny|Romance|Memes|Choices Matter|Anime|Character Customization|Indie|Casual|Puzzle|2D|Dating Sim|Comedy|Singleplayer
Hell is Other Demons,2019.0,85.0,8.0,13.047619047619047,3.27,4.71,11.21,7.940000000000001,Fast-Paced|Side Scroller|Action|Pixel Graphics|Platformer|Action Roguelike|Atmospheric|Demons|2D Platformer|Arcade|Indie|Retro|Replay Value|Shooter|Singleplayer|Bullet Hell|Great Soundtrack|2D|Difficult|Stylized
Disc Room,2020.0,83.0,8.0,16.25,2.99,4.36,9.68,6.69,Action|Adventure|Puzzle|Gore|2D Platformer|Top-Down Shooter|Arcade|Casual|Survival|Indie|Cartoony|Retro|Precision Platformer|Singleplayer|Violent|Colorful|Cartoon|2D|Difficult
